SCIENTIFIC_NAME,COMMON_NAME,SPECIES_CODE,CATEGORY,TAXON_ORDER,COM_NAME_CODES,SCI_NAME_CODES,BANDING_CODES,ORDER,FAMILY_COM_NAME,FAMILY_SCI_NAME,REPORT_AS,EXTINCT,EXTINCT_YEAR,FAMILY_CODE
Anser albifrons x Branta canadensis,Greater White-fronted x Canada Goose (hybrid),x00415,hybrid,317.0,CANG GWFG CAGO,BRCA ANAL,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anser anser x Branta canadensis,Graylag x Canada Goose (hybrid),x00758,hybrid,318.0,CANG CAGO GRGO,ANAN BRCA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anser anser (Domestic type) x Branta canadensis,Graylag Goose (Domestic type) x Canada Goose (hybrid),gragoo4,hybrid,319.0,,,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anser sp. (Domestic type) x Branta canadensis,Domestic goose sp. (Domestic type) x Canada Goose (hybrid),x00759,hybrid,320.0,,,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anser caerulescens x Branta canadensis,Snow x Canada Goose (hybrid),x00197,hybrid,321.0,CANG CAGO SNGO,ANCA BRCA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anser rossii x Branta canadensis,Ross's x Canada Goose (hybrid),x00693,hybrid,322.0,CANG CAGO ROGO,ANRO BRCA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Branta leucopsis x canadensis,Barnacle x Canada Goose (hybrid),x00417,hybrid,323.0,CANG CAGO BAGO BARG,BRCA BRLE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Branta hutchinsii/canadensis,Cackling/Canada Goose,y00470,slash,324.0,CANG CACG CAGO,BRCA BRHU,CCGO,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anser caerulescens/rossii x Branta hutchinsii/canadensis,Snow/Ross's x Cackling/Canada Goose (hybrid),y00765,hybrid,325.0,SRGO ROGO SNGO CCGO CANG CAGO CACG,BRCA BRHU ANRO ANCA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Branta sandvicensis,Hawaiian Goose,hawgoo,species,326.0,NENE NH,BRSA,HAGO,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Branta ruficollis,Red-breasted Goose,rebgoo1,species,327.0,RBGO,BRRU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anser albifrons x Branta ruficollis,Greater White-fronted x Red-breasted Goose (hybrid),x00939,hybrid,328.0,GWFG RBGO,BRRU ANAL,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Branta leucopsis x ruficollis,Barnacle x Red-breasted Goose (hybrid),x00365,hybrid,329.0,BAGO RBGO BARG,BRRU BRLE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Branta sp.,Branta sp.,branta1,spuh,330.0,,,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anser/Branta sp.,goose sp.,goose1,spuh,331.0,,,UNGO,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Cereopsis novaehollandiae,Cape Barren Goose,cabgoo1,species,332.0,CBGO,CENO,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Stictonetta naevosa,Freckled Duck,freduc1,species,335.0,FRDU,STNA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Cyanochen cyanoptera,Blue-winged Goose,buwgoo1,species,336.0,BWGO,CYCY,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Cygnus olor,Mute Swan,mutswa,species,337.0,,CYOL,MUSW,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anser anser x Cygnus olor,Graylag Goose x Mute Swan (hybrid),x00366,hybrid,338.0,MUSW GRGO,CYOL ANAN,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Cygnus atratus,Black Swan,blkswa,species,339.0,BLSW,CYAT,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Cygnus melancoryphus,Black-necked Swan,blnswa2,species,340.0,BNSW,CYME,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Cygnus buccinator,Trumpeter Swan,truswa,species,341.0,TRSW,CYBU,TRUS,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Cygnus olor x buccinator,Mute x Trumpeter Swan (hybrid),x00832,hybrid,342.0,MUSW TRSW TRUS,CYOL CYBU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Cygnus columbianus,Tundra Swan,tunswa,species,343.0,BESW,CYCO,TUSW,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Cygnus columbianus columbianus,Tundra Swan (Whistling),tunswa1,issf,344.0,BESW TUSW TS,CYCO,WHSW,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,tunswa,,,anatid1
Cygnus columbianus bewickii,Tundra Swan (Bewick's),bewswa1,issf,345.0,BESW TUSW TS,CYCO,BESW,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,tunswa,,,anatid1
Cygnus columbianus columbianus x bewickii,Tundra Swan (Whistling x Bewick's),tunswa2,intergrade,346.0,BESW TUSW,CYCO,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,tunswa,,,anatid1
Cygnus buccinator x columbianus,Trumpeter x Tundra Swan (hybrid),x00418,hybrid,347.0,BESW TUSW TRUS TRSW,CYCO CYBU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Cygnus buccinator/columbianus,Trumpeter/Tundra Swan,y00471,slash,348.0,BESW TUSW TRUS TRSW,CYCO CYBU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Cygnus cygnus,Whooper Swan,whoswa,species,349.0,WHSW,CYCY,WHOS,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Cygnus buccinator x cygnus,Trumpeter x Whooper Swan (hybrid),x00419,hybrid,350.0,TRUS TRSW WHOS WHSW,CYBU CYCY,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Cygnus columbianus/cygnus,Tundra/Whooper Swan,y00708,slash,351.0,BESW TUSW WHOS WHSW,CYCO CYCY,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Cygnus sp.,swan sp.,swan1,spuh,352.0,,,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Coscoroba coscoroba,Coscoroba Swan,cosswa1,species,353.0,COSW,COCO,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Sarkidiornis melanotos,Knob-billed Duck,comduc2,species,354.0,KBD ACDU KBDU,SAME,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Sarkidiornis sylvicola,Comb Duck,comduc3,species,355.0,ACDU,SASY,CODU,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Pteronetta hartlaubii,Hartlaub's Duck,harduc1,species,356.0,HADU,PTHA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Oressochen jubatus,Orinoco Goose,origoo1,species,357.0,,ORJU,ORGO,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Oressochen melanopterus,Andean Goose,andgoo1,species,358.0,ANGO,ORME,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Chloephaga picta,Upland Goose,uplgoo1,species,359.0,UPGO,CHPI,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Chloephaga picta (White-breasted),Upland Goose (White-breasted),uplgoo2,form,362.0,UPGO UG,CHPI,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,uplgoo1,,,anatid1
Chloephaga picta (Bar-breasted),Upland Goose (Bar-breasted),uplgoo3,form,363.0,UPGO UG,CHPI,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,uplgoo1,,,anatid1
Chloephaga hybrida,Kelp Goose,kelgoo1,species,364.0,KEGO,CHHY,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Chloephaga poliocephala,Ashy-headed Goose,ashgoo1,species,367.0,AHGO,CHPO,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Chloephaga rubidiceps,Ruddy-headed Goose,ruhgoo1,species,368.0,RHGO,CHRU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Chloephaga sp.,Chloephaga sp.,chloep1,spuh,369.0,,,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Radjah radjah,Radjah Shelduck,radshe1,species,370.0,RASH,RARA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Alopochen aegyptiaca,Egyptian Goose,egygoo,species,373.0,,ALAE,EGGO,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Alopochen mauritiana,Mauritius Shelduck,maushe1,species,374.0,MASH,ALMA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,true,0,anatid1
Alopochen kervazoi,Reunion Shelduck,reushe1,species,375.0,RESH,ALKE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,true,0,anatid1
Tadorna ferruginea,Ruddy Shelduck,rudshe,species,376.0,RS,TAFE,RUSH,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Alopochen aegyptiaca x Tadorna ferruginea,Egyptian Goose x Ruddy Shelduck (hybrid),x00367,hybrid,377.0,RS RUSH EGGO,ALAE TAFE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Tadorna cana,South African Shelduck,soashe1,species,378.0,SASH,TACA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Tadorna tadornoides,Australian Shelduck,ausshe1,species,379.0,AUSH,TATA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Tadorna variegata,Paradise Shelduck,parshe1,species,380.0,PASH,TAVA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Tadorna tadorna,Common Shelduck,comshe,species,381.0,COSH,TATA,COMS,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Tadorna ferruginea x tadorna,Ruddy x Common Shelduck (hybrid),x00876,hybrid,382.0,RS COMS RUSH COSH,TATA TAFE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Tadorna cristata,Crested Shelduck,creshe1,species,383.0,CRSH,TACR,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,true,1916,anatid1
Plectropterus gambensis,Spur-winged Goose,spwgoo1,species,384.0,SWGO,PLGA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Plectropterus gambensis gambensis,Spur-winged Goose (Northern),spwgoo2,issf,385.0,SWG SWGO,PLGA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,spwgoo1,,,anatid1
Plectropterus gambensis niger,Spur-winged Goose (Southern),spwgoo3,issf,386.0,SWG SWGO,PLGA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,spwgoo1,,,anatid1
Tachyeres patachonicus,Flying Steamer-Duck,flystd1,species,387.0,FLST FSDU FLSD,TAPA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Tachyeres pteneres,Flightless Steamer-Duck,flistd1,species,388.0,MAST FSDU FLSD,TAPT,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Tachyeres pteneres [undescribed form],Flightless Steamer-Duck (Chiloe form),flistd2,form,389.0,MAST MS FSD FSDU FLSD,TAPT,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,flistd1,,,anatid1
Tachyeres brachypterus,Falkland Steamer-Duck,falstd1,species,390.0,FAST FASD FSDU,TABR,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Tachyeres leucocephalus,White-headed Steamer-Duck,whhstd1,species,391.0,CSDU WHST WHSD,TALE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Tachyeres sp.,steamer-duck sp.,steame1,spuh,392.0,,,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Lophonetta specularioides,Crested Duck,creduc1,species,393.0,CRDU,LOSP,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Speculanas specularis,Spectacled Duck,speduc2,species,396.0,SPDU BWDU,SPSP,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Cairina moschata,Muscovy Duck,musduc,species,397.0,,CAMO,MUDU,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Cairina moschata (Established Feral),Muscovy Duck (Established Feral),musduc3,domestic,398.0,MUDU MD,CAMO,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,musduc,,,anatid1
Cairina moschata (Domestic type),Muscovy Duck (Domestic type),musduc2,domestic,399.0,MD,CAMO,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Nettapus pulchellus,Green Pygmy-Goose,grnpyg1,species,400.0,GPGO GRPG,NEPU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Nettapus coromandelianus,Cotton Pygmy-Goose,copgoo1,species,401.0,COPG CPGO CPG,NECO,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Nettapus auritus,African Pygmy-Goose,afrpyg1,species,404.0,APGO AFPG,NEAU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Callonetta leucophrys,Ringed Teal,rintea1,species,405.0,RITE,CALE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Aix sponsa,Wood Duck,wooduc,species,406.0,CWDU,AISP,WODU,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Tadorna tadorna x Aix sponsa,Common Shelduck x Wood Duck (hybrid),x00940,hybrid,407.0,WODU CWDU COMS COSH,TATA AISP,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Aix galericulata,Mandarin Duck,manduc,species,408.0,MADU,AIGA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Aix sponsa x galericulata,Wood x Mandarin Duck (hybrid),x00833,hybrid,409.0,WODU CWDU MADU,AIGA AISP,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Chenonetta jubata,Maned Duck,manduc1,species,410.0,AWDU MADU,CHJU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Chenonetta finschi,Finsch's Duck,finduc1,species,411.0,FIDU,CHFI,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,true,1760,anatid1
Amazonetta brasiliensis,Brazilian Teal,bratea1,species,412.0,BRTE,AMBR,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Hymenolaimus malacorhynchos,Blue Duck,bluduc1,species,415.0,BLDU,HYMA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Merganetta armata,Torrent Duck,torduc1,species,416.0,TODU,MEAR,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Salvadorina waigiuensis,Salvadori's Teal,saltea1,species,423.0,SATE,SAWA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Sibirionetta formosa,Baikal Teal,baitea,species,424.0,,SIFO,BATE,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Spatula querquedula,Garganey,gargan,species,425.0,,SPQU,GARG,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Spatula hottentota,Blue-billed Teal,hottea1,species,426.0,HOTE BBTE,SPHO,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Spatula versicolor,Silver Teal,siltea1,species,427.0,SITE,SPVE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Spatula puna,Puna Teal,puntea1,species,430.0,PUTE,SPPU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Spatula discors,Blue-winged Teal,buwtea,species,431.0,,SPDI,BWTE,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Spatula cyanoptera,Cinnamon Teal,cintea,species,432.0,,SPCY,CITE,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Spatula discors x cyanoptera,Blue-winged x Cinnamon Teal (hybrid),bwxtea1,hybrid,438.0,CITE BWTE,SPDI SPCY,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Spatula discors/cyanoptera,Blue-winged/Cinnamon Teal,y00314,slash,439.0,CITE BWTE,SPDI SPCY,BCTE,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Spatula platalea,Red Shoveler,redsho1,species,440.0,RESH,SPPL,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Spatula smithii,Cape Shoveler,capsho1,species,441.0,CASH,SPSM,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Spatula rhynchotis,Australian Shoveler,aussho1,species,442.0,AUSH,SPRH,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Spatula clypeata,Northern Shoveler,norsho,species,443.0,NOSH KM,SPCL,NSHO,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Spatula querquedula x clypeata,Garganey x Northern Shoveler (hybrid),x00836,hybrid,444.0,NSHO NOSH KM GARG,SPCL SPQU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Spatula discors x clypeata,Blue-winged Teal x Northern Shoveler (hybrid),x00629,hybrid,445.0,NSHO BWTE KM NOSH,SPCL SPDI,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Spatula cyanoptera x clypeata,Cinnamon Teal x Northern Shoveler (hybrid),x00630,hybrid,446.0,NSHO CITE NOSH KM,SPCL SPCY,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Mareca strepera,Gadwall,gadwal,species,447.0,,MAST,GADW,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Mareca strepera strepera,Gadwall (Common),gadwal1,issf,448.0,GADW GA,MAST,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,gadwal,,,anatid1
Mareca strepera couesi,Gadwall (Coues's),gadwal2,issf,449.0,GADW GA,MAST,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,gadwal,true,1874,anatid1
Spatula clypeata x Mareca strepera,Northern Shoveler x Gadwall (hybrid),x00457,hybrid,450.0,NSHO NOSH KM GADW,SPCL MAST,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Mareca falcata,Falcated Duck,falduc,species,451.0,,MAFA,FADU,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Sibirionetta formosa x Mareca falcata,Baikal Teal x Falcated Duck (hybrid),x00368,hybrid,452.0,FADU BATE,MAFA SIFO,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Mareca strepera x falcata,Gadwall x Falcated Duck (hybrid),x00369,hybrid,453.0,FADU GADW,MAFA MAST,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Mareca penelope,Eurasian Wigeon,eurwig,species,454.0,,MAPE,EUWI,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Mareca strepera x penelope,Gadwall x Eurasian Wigeon (hybrid),x00723,hybrid,455.0,GADW EUWI,MAPE MAST,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Mareca americana,American Wigeon,amewig,species,456.0,,MAAM,AMWI,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Aix sponsa x Mareca americana,Wood Duck x American Wigeon (hybrid),x00877,hybrid,457.0,AMWI WODU CWDU,AISP MAAM,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Spatula discors x Mareca americana,Blue-winged Teal x American Wigeon (hybrid),x00370,hybrid,458.0,AMWI BWTE,SPDI MAAM,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Spatula clypeata x Mareca americana,Northern Shoveler x American Wigeon (hybrid),x00777,hybrid,459.0,AMWI NSHO KM NOSH,SPCL MAAM,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Mareca strepera x americana,Gadwall x American Wigeon (hybrid),x00724,hybrid,460.0,AMWI GADW,MAST MAAM,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Mareca penelope x americana,Eurasian x American Wigeon (hybrid),x00421,hybrid,461.0,AMWI EUWI,MAPE MAAM,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Mareca penelope/americana,Eurasian/American Wigeon,y00670,slash,462.0,AMWI EUWI,MAPE MAAM,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Mareca sibilatrix,Chiloe Wigeon,chiwig1,species,463.0,CHWI,MASI,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Mareca marecula,Amsterdam Duck,amsduc1,species,464.0,AMWI AMDU,MAMA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,true,1793,anatid1
Anas sparsa,African Black Duck,afbduc1,species,465.0,ABDU,ANSP,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anas undulata,Yellow-billed Duck,yebduc1,species,468.0,YBDU,ANUN,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anas melleri,Meller's Duck,melduc1,species,471.0,MEDU,ANME,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anas superciliosa,Pacific Black Duck,pabduc1,species,472.0,GRDU PBDU,ANSU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anas laysanensis,Laysan Duck,layduc,species,475.0,LADU,ANLA,LAYD,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anas wyvilliana,Hawaiian Duck,hawduc,species,476.0,KM HADU,ANWY,HAWD,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anas luzonica,Philippine Duck,phiduc1,species,477.0,PHDU,ANLU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anas poecilorhyncha,Indian Spot-billed Duck,isbduc1,species,478.0,ISBD,ANPO,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anas zonorhyncha,Eastern Spot-billed Duck,spbduc,species,481.0,CSBD,ANZO,ESBD,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anas poecilorhyncha/zonorhyncha,Indian/Eastern Spot-billed Duck,y00830,slash,482.0,ESBD CSBD ISBD,ANZO ANPO,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anas platyrhynchos,Mallard,mallar3,species,483.0,,ANPL,MALL,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anas platyrhynchos (Domestic type),Mallard (Domestic type),mallar2,domestic,486.0,MA,ANPL,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Cairina moschata x Anas platyrhynchos,Muscovy Duck x Mallard (hybrid),mdxmal1,hybrid,487.0,MUDU MALL,CAMO ANPL,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Aix sponsa x Anas platyrhynchos,Wood Duck x Mallard (hybrid),x00205,hybrid,488.0,WODU CWDU MALL,AISP ANPL,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Spatula clypeata x Anas platyrhynchos,Northern Shoveler x Mallard (hybrid),x00612,hybrid,489.0,NSHO NOSH KM MALL,SPCL ANPL,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Mareca strepera x Anas platyrhynchos,Gadwall x Mallard (hybrid),x00420,hybrid,490.0,GADW MALL,MAST ANPL,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Mareca penelope x Anas platyrhynchos,Eurasian Wigeon x Mallard (hybrid),x00647,hybrid,491.0,EUWI MALL,MAPE ANPL,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Mareca americana x Anas platyrhynchos,American Wigeon x Mallard (hybrid),x00611,hybrid,492.0,AMWI MALL,ANPL MAAM,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anas undulata x platyrhynchos,Yellow-billed Duck x Mallard (hybrid),x00760,hybrid,493.0,YBDU MALL,ANUN ANPL,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anas platyrhynchos x superciliosa,Mallard x Pacific Black Duck (hybrid),x00458,hybrid,494.0,GRDU PBDU MALL,ANSU ANPL,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anas platyrhynchos x wyvilliana,Mallard x Hawaiian Duck (hybrid),x00423,hybrid,495.0,KM HADU MALL HAWD,ANWY ANPL,HDMH,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anas platyrhynchos x poecilorhyncha,Mallard x Indian Spot-billed Duck (hybrid),x00834,hybrid,496.0,ISBD MALL,ANPO ANPL,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anas platyrhynchos x zonorhyncha,Mallard x Eastern Spot-billed Duck (hybrid),x00835,hybrid,497.0,ESBD CSBD MALL,ANZO ANPL,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anas platyrhynchos/superciliosa,Mallard/Pacific Black Duck,y01128,slash,498.0,GRDU PBDU MALL,ANSU ANPL,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anas platyrhynchos/wyvilliana,Mallard/Hawaiian Duck,y01129,slash,499.0,KM HADU HAWD MALL,ANWY ANPL,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anas platyrhynchos/poecilorhyncha,Mallard/Indian Spot-billed Duck,y01130,slash,500.0,ISBD MALL,ANPO ANPL,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anas platyrhynchos/zonorhyncha,Mallard/Eastern Spot-billed Duck,y01131,slash,501.0,ESBD CSBD MALL,ANZO ANPL,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anas diazi,Mexican Duck,mexduc,species,502.0,MD,ANDI,MEDU,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
